,id,Loai_cho,Chi_tiet,Gioi_tinh,Tuoi,vacxin
412,25cd7790665746179c7dcdc71d69987d,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
413,2c74a2e0ed3a4f57a75ecdf6519054df,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
414,2cd30910dd6d41d9bbf9097dfa9a2eec,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
415,2d6042d888b34c5bae53c6f7eabaec13,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
416,3208db9fb4654b298fd73ae13dc1ee48,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
417,42e9c081e1504c979fbde209834c8061,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,đã tiêm 2 mũi
418,4fb9a41b03cc497184f779b5bd509621,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
419,7da8869be6ad47c1b8a734c3a2fbe9b8,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,chưa
420,97ef4543d5574bd7ae6bd83bc49a66a2,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
421,9966a7aacb694c41afbdba9c13ac5b95,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
422,a3a4c218a50445628b7ff59510353a60,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,đã tiêm 2 mũi
423,ae9a5993989e4d6eb8bdc533eb44946c,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
424,b724ffeee31e42529e357b8e201764f3,Corgi,chó Corgi Pembroke,cái,02 tháng,chưa
425,b9fdc76b75c448cebfcd4618889b319b,Corgi,chó Corgi Pembroke,04 đực,02 tháng,đã tiêm 2 mũi
426,3d0fd5eafe85457eb67301fa1d8f093d,Poodle,chó Poodle Tiny,đực,03 tháng,đã tiêm 2 mũi
427,6783c5e01f6f4d5b819201eeb294e64a,Alaska,chó Alaska Malamute,đực,02 tháng,chưa
428,963702ccedda4797a6b91f786ada50f9,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
429,a613dcc669874ed4b3eceaffb478e5dc,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
430,a8ea6d0c635748df85cd5107acfc9a69,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
431,035b2967562b420aa12c2ce6dc29dc2e,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
432,062ba3b1f2124210b4e56bdfac2104fb,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,chưa
433,2138b193d8ca48b696e322a48771b7dc,Poodle,chó Poodle Tiny,03 đực Tuổi: 02 tháng,02 tháng,chưa
434,224e73d71bb54eb6bb4a37812ef93b85,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
435,2d4f3e3a188f4952ae91de87820e97bc,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,chưa
436,2d9110b16a4343d996b3a5f827dd1613,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
437,3771becdbebb45fa95d3ac7b5b119da9,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
438,392338f1b9d9456da1784aa826c3c196,Poodle,chó Poodle Tiny,02 đực,02 tháng,chưa
439,3c4f5b872e9c4fc6a4a9243a439e4527,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,chưa
440,449189ebf5784f95aacb931e32fd3f21,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
441,48e5c523e02d4a10b5f053a3cfd35acb,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
442,499f427d61b7429db52601ae3180163e,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
443,4f4b727b3e5a45a98501edc11d36faa9,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
444,5bab6b7e85ae4078a9815e97a7b82050,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
445,5ea109fee5aa4c139b8248abfb4db577,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
446,632feb7c89e748e6a0321e46701a7c48,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
447,675725e51f054a1cb60a39fd97c185ab,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
448,7615632e38e14e2fa2267aaf9d3ade78,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
449,84d04ad4d3504c349de1fb828458ecb5,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,chưa
450,9332d574fb8e47e3b410c03952738180,Corgi,chó Corgi Pembroke Fluffy lông dài,đực,02 tháng,đã tiêm 2 mũi
451,9a901c03682f424c9116b39cce9e65fb,Corgi,chó Corgi Pembroke Fluffy lông dài,đực,02 tháng,đã tiêm 2 mũi
452,a2f6ef023feb4accb3a0ad6500a9c753,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
453,aa9044becbbb49199524af66166b2225,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
454,b81482c4b3784c2989a8cad7880cae06,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
455,c5801bd8ab264b2b84c4b04d088c9a7b,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
456,cd54d37004eb4142af9ea887fd483467,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
457,d9f991620ef34037be463eae99901022,Bull Pháp,"chó Bull Pháp, Màu sắc: đen",đực,02 tháng,đã tiêm 2 mũi
458,e126aade1fe9455192465b3a0c3eff61,Alaska,chó Alaska Malamute,đực,02 tháng,chưa
459,e987c03e43e344008fd38c854f2ee278,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
460,e98ca761203d4ee98a86fd9fe91cfdbf,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
461,e99f6f4470ca426991aa0864861ce272,Akita Inu,chó Akita Inu Nhật Bản,đực giống,trưởng thành trên 1 tuổi,chưa
462,f5cae3af08a94b268ef75a48721702d6,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
463,f8546027ff7c4ebd8a84d7f3b9db1757,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
464,1f247597f4a24dbc8dd343c5c009a4c2,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
465,2bd9ce18440740098d528a90dd10cf6f,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
466,3366f52bdedb496ab450eb6f2eada59d,Shiba Inu,chó Shiba Inu Nhật Bản,đực cái,02 tháng,đã tiêm 2 mũi
467,36f4a8d26784459cbf373afed8161d6a,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
468,d4c5a60522f54bd3b4c72ac9713a6443,Shiba Inu,chó Shiba Inu Nhật Bản,cái,02 tháng,đã tiêm 2 mũi
469,d7205d886601405995582d13697a9f40,Shiba Inu,chó Shiba Inu Nhật Bản,cái,02 tháng,đã tiêm 2 mũi
470,22fe211cb1c04bb49b24422b6a7a8e3e,Shiba Inu,chó Shiba Inu Nhật Bản,cái,02 tháng,chưa
471,49f8ba110df94199ab30014f219ef82a,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
472,cd8e864eafd94a66be34657912d965a3,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
473,010afa197c084704b5b1f5013085efd8,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,đã tiêm 2 mũi
474,04ac5ea1ad994fc8858a2814cccc1b3c,Poodle,chó Standard Poodle,đực,2,đã tiêm 2 mũi
475,458857ea4e044b53b61922c7aacdb190,Akita Inu,"chó Akita Inu Nhật Bản (lông dài, fluffy)",đực,02 tháng,đã tiêm 2 mũi
476,66e48fae09c5479ebc4ffe709f56dab2,Corgi,chó Corgi Pembroke,cái,03 tháng,đã tiêm 2 mũi
477,751f204eb3e74e8e81b5850b18f5b6da,Corgi,chó Corgi Pembroke,cái,03 tháng,chưa
478,9c574715374a47b7b9d1edcb3b694d47,Corgi,chó Corgi Pembroke,02 cái,03 tháng,đã tiêm 2 mũi
479,ccf2f6162dca48fe9ad07e6fc4059915,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,đã tiêm 2 mũi
480,0337cd9582f741519112729d59ba7233,Shiba Inu,chó Shiba Inu Nhật Bản,đực,02 tháng,chưa
481,03f6a6de739e4c928558c0285adf5871,Golden,chó Golden Retriever (Gâu đần),01 cái 01 đực,02 tháng,chưa
482,059a020b920b467fa72ac951bdbbc9bc,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,chưa
483,0748d5e29ed54f299e2045bdbba83199,Golden,chó Golden Retriever (Gâu đần),cái,02 tháng,đã tiêm 2 mũi
484,090d8fd98d6f4762b1d81265e6ccd130,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
485,0a0516b80e1a4997b073defdc022e75e,Corgi,chó Corgi Pembroke,đực cái,5 tháng tuổi,đã tiêm 2 mũi
486,0c22a6d9d3dd4ca69625f1fcfe8340ec,Bull Pháp,"chó Bull Pháp (French Bulldog, Bull dog Pháp), Màu sắc: đen",đực,02 tháng,đã tiêm 2 mũi
487,0d4e182458f44e3a9304d4be92ba096c,Bull Pháp,"chó Bull Pháp, Màu sắc: trắng, Giới tính: cái, Tuổi: 02 tháng",cái Tuổi: 02 tháng,02 tháng,chưa
488,147a920daf9b4d83893ceb18dc386eb3,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái Tuổi: 02 tháng,02 tháng,chưa
489,157f2cbd1edb43f9ab162f009c915a56,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
490,16831a0621f5446a93bf152bdebf45b3,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
491,17882c0a64d04f74b9507051d027d208,Samoyed,chó Samoyed,đực,02 tháng,chưa
492,19bdbba6a3e54953968c5ec183ed23e7,H’mong cộc,"chó H’mong Cộc, chó Mộng Cộc, Màu sắc: nâu, Giới tính: cái, Tuổi: 02 tháng",cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
493,1a1af958812d4476a147c14788ee54ad,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
494,1a43910b323245d48cf5a0da59e6b697,Rottweiler,"chó Rottweiler (rott), Màu sắc: đen vàng",đực,02 tháng,đã tiêm 2 mũi
495,1d683abd69bc4e46b39ad2ebdc4c9705,Bully,chó Bully American,đực,03 tháng,đã tiêm 2 mũi
496,247c2839ffc847b98bf8d73ddde057ed,Basenji,chó Basenji không sủa,đực cái,04 tháng,đã tiêm 2 mũi
497,279fa3e3910a4602bfa4e9ccbe6685d4,Pug,chó Pug,đực cái,02 tháng,chưa
498,27d3e06bcd1641d7b41d3c92151619ac,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
499,28ab13a1f76b49f1af4ea8ca7c9d3d00,Samoyed,chó Samoyed,cái,02 tháng,chưa
500,2908a4ff7eaa458c8b3e22b7039ee065,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
501,290ccd8e3cb84e18970cebe38a374e59,Alabai,chó chăn cừu Trung Á – Alabai,đực,4 tháng tuổi,chưa
502,294b7dce70dc4ae68dea11e2697947ac,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
503,29daa67c21714f0bac47813179147834,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
504,29df5550089343bbb64edb2713d10dd2,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
505,2a457ad08f2346a6a307df1e30d2c973,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
506,2bd4f445426447b0a032c45cfb9d801d,Labrador,chó Labrador Retriever (Lab),đực cái,03 tháng,đã tiêm 2 mũi
507,2d3ba0e908a14906ac79e128b96527d7,Husky,chó Husky Sibir,đực,02 tháng,chưa
508,2d6f0654243f45118322139e693bdf23,Husky,chó Husky Sibir,đực,02 tháng,đã tiêm 2 mũi
509,2da5eaa5d9384f5abc2fd57e5b292584,Border Collie,"chó Border Collie (Collie biên giới), Màu sắc: nâu đỏ, blue & lilac merle, vàng, đen trắng",đực cái,03 tháng,đã tiêm 2 mũi
510,2dcfd8a75f2146968ad37fcd57fa6889,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,đã tiêm 2 mũi
511,30816758f89e401bbf93d0dd5666cb3c,Husky,chó Husky Sibir,đực,03 tháng,chưa
512,319d36ef40714c8d9d1e9be1977b5785,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
513,34f7b4dcf1424370967f240af18f7a51,Alabai,chó chăn cừu Trung Á – Alabai,đực,6 tháng tuổi,đã tiêm 2 mũi
514,35a2714c2f2144b9b5a9f826d8c022bc,Chow chow,chó Chow chow,đực,02 tháng,chưa
515,35a436f4ee5b4aab905c1b8c50fbcaaf,Basset Hound,chó Basset Hound,đực,02 tháng,chưa
516,370c143c416f455e8674ba0df27d697c,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
517,3717569552254f2eac65afbda3eec911,Chihuahua,chó Chihuahua,đực,02 tháng,chưa
518,373468ffd98c4630aeacfd2fb06f1a5a,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,chưa
519,377426f2f6204b97967fe7bd03136368,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
520,37a499d0eb5643a1a747334d6209e4f3,Bull Pháp,"chó Bull Pháp (French Bulldog, Bull dog Pháp), Màu sắc: bò sữa",đực,03 tháng,đã tiêm 2 mũi
521,3adefb352f384590bb87ebca310c6f9f,Pitbull,"chó Pitbull, Màu sắc: nâu socola, Giới tính: đực",đực,02 tháng,chưa
522,3c53e4ababbe4b739582e8ab1c5bd2e5,Bull Pháp,"chó Bull Pháp (French Bulldog, Bull dog Pháp), Màu sắc: bò sữa + trắng",đực cái,03 tháng,đã tiêm 2 mũi
523,3d43449ceb384a75a5f237206e84f83b,Bully,chó Bully American,đực,02 tháng,đã tiêm 2 mũi
524,411d773b737d47bf97d122a8ff9d847f,Poodle,chó Poodle Toy,đực cái,02 tháng,đã tiêm 2 mũi
525,4403e27d41164e7e8542f84ed429108c,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
526,45282e76d74b4030a4380ee05ba71a52,Becgie,chó Becgie Đức GSD,đực,02 tháng,chưa
527,475ff8c6c7664bd6b807e833c8ebba83,Border Collie,"chó Border Collie, Màu sắc: lilac blue merle 2 màu mắt",đực Tuổi: 03 tháng,03 tháng,chưa
528,499b5c6aad4d4ba2bf37f94fc0d77b20,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,chưa
529,4aa1ee001d634487a29a1cb9ace84004,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
530,4b64e6a5d6884a6bb0cfc5c7e87ec063,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
531,4d083753acb846ee9cbb9b6d465d2626,Labrador,chó Labrador Retriever (Lab),đực cái,02 tháng,đã tiêm 2 mũi
532,4ebce99bf5534554977ed39ef19e1ff7,Lạp xưởng,"chó Lạp xưởng (Dachshund, chó xúc xích)",đực,02 tháng,chưa
533,4fe05bb84e304381bd0cfaf6f589cc00,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái Tuổi: 02 tháng,02 tháng,chưa
534,50f945be1a6e4a3b9542e780414df7c8,Phốc sóc,"chó Teacup Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
535,529d32f839be4e78a95da616f15d19fb,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
536,52ceb7b9d18b483986c34c7334168b4f,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
537,545fc0f9aad14d15999306a6e0efbd82,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
538,55497f287d33428abd7cd7724b93c4c4,Phốc Hươu,"chó Phốc hươu (fox hươu, phốc, fox)",đực,02 tháng,chưa
539,56aa697c86674971823b73f5bbafd1de,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
540,5913a9b7aff44a5ca2a390568de4de11,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,chưa
541,591fe3650f514b28b30f2a6faa057bbd,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,chưa
542,5acb2d1fd577487880442e4bd52724b4,Poodle,chó Poodle Standard khổng lồ,đực,02 tháng,đã tiêm 2 mũi
543,5b546f6296074de083875a395bfbe17f,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,chưa
544,5ca5166e8b0f46859203139db8f8a0d7,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
545,5d1169a97fd04d648de2fb548b4c39c8,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
546,5d3e69b41547479888a7afcd03ff392a,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
547,5f12ab92aa3446bba93c4044bb9dbeb1,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
548,62fa289c0dd14b48995dffa1e576643f,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
549,63159bceb6164662b8e5aca54dcd5a34,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
550,64fb15cb8cf042d490ee763d21c5a2de,Poodle,"chó Poodle teacup, Màu sắc: vàng kem, Giới tính: đực, Tuổi: 02 tháng",đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
551,654f108301cf4caf825c90d636f0427b,Poodle,"chó Poodle size teacup, Màu sắc: vàng kem, Giới tính: cái, Tuổi: 02 tháng",cái Tuổi: 02 tháng,02 tháng,chưa
552,67b62e5ef27b4b0081c7cf3872cfcc6d,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
553,6ab72df4b5d14c00b3be7b79ab6e6cb0,Corgi,chó Corgi Pembroke,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
554,6b229494b67d4f9eb70f4da5b7a634ed,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
555,6bcc5e244b174e32af4027908a1a7bfb,Poodle,chó Poodle Tiny,cái Tuổi: 02 tháng,02 tháng,chưa
556,6cb73d5dc22345918c315a8d11c5d771,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
557,6df7dc0578a046f0b4328bef17025342,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
558,6ecbc22287644496a9e11325a10d294d,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
559,703be427d3324260bfb3f3ec94c57dff,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
560,7290ed3ac51d493999ea2926936a010c,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
561,73bea497c9984dd993b46c4e5aa1b96a,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
562,76bf2e14b2224bf2a6a7eb6c45cb6917,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
563,784d058c5cd5464f9f9dc784ddf5463c,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
564,786ccfa080f14f89b713a7eb1b232991,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
565,789484c6023b43c184139518c645e244,Alaska,chó Alaska Malamute,đực,02 tháng,chưa
566,7928f4fbb9c24f35b6ae1788555a275b,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
567,7962b7ec41fb47d3bf385ede9cdbbeca,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
568,7be6393bb39445d089483184ba589e19,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
569,7c074de067d04f54918d4f3c3acdbde7,Chow chow,chó Chow chow,đực,02 tháng,đã tiêm 2 mũi
570,7c25c9f89b504c56be4ed1bbf8497c89,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
571,7e848f3a523c431096d76cb5fa5c21e3,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
572,807c142b1fa240ff8a64fac0beea4bca,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
573,89606fa1934041c7827c7bea6e329c5c,Beagle,chó Beagle,đực,02 tháng,đã tiêm 2 mũi
574,89db413ddd4d40ba8aa3de47dccd21e3,Phốc sóc,"chó Pomeranian (Phốc Sóc, Pom)",đực Tuổi: 02 tháng,02 tháng,chưa
575,8a01101a818344d8aa7c7b5e17cfc26a,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
576,8b67c788c05b4987b8faa2d226c1e0ad,Phốc sóc,"chó Pomeranian (Phốc Sóc, Pom)",đực cái Tuổi: 02 tháng,02 tháng,chưa
577,8dd80d52ed1a4a58b76fc718df799b0d,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,đã tiêm 2 mũi
578,8ec8c962657c46dc9943eaf6a3fe1767,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
579,8f989d1fabd343a392e3bb16b1a946c3,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
580,91bac0ac0a5e403a8deff9388c753795,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
581,92df37e3cf3c4f2dbfe02701b12c3045,Samoyed,chó Samoyed,đực,02 tháng,đã tiêm 2 mũi
582,94860b2c96fe4a90a5ecca8c3ad58dad,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,chưa
583,96621a909147456b947e39a8a662b43e,Poodle,chó Poodle Tiny,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
584,9a1d7d47d1f549f1b527341bce66c704,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
585,9af483c3040944e3985607436d7ed3d0,Bull Pháp,"chó Bull Pháp (French Bulldog, Bull dog Pháp), Màu sắc: trắng",đực,03 tháng,đã tiêm 2 mũi
586,9b24da5024f84537b29ffbfed6b0d0fc,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
587,9cfe7f9c887243abb26111c9dfdd2ea1,Poodle,chó Poodle Tiny,đực cái Tuổi: 03 tháng,03 tháng,chưa
588,9d51658d44884aa6abfe54420eadfdf7,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
589,9e591a856b5c490db9be46ccdae4da56,Corgi,chó Corgi Pembroke,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
590,a0823edcef25486d86fbddd210cf4c66,Corgi,chó Corgi Pembroke,đực Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
591,a1c32f8ba39b41aca6a27da40b77a520,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
592,a227bcc320d240409d9b8dd3d102c257,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
593,a2c7e1f7d5664f71ac2d8040cb7161c2,Pug,chó Pug,đực,02 tháng,đã tiêm 2 mũi
594,a332a3a9428a4fcf9ef629346b752c54,Beagle,chó Beagle,cái,02 tháng,đã tiêm 2 mũi
595,a48f01d307c14c12b85afb8f97df7b8e,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
596,a5b15018a8174e6eb129fabba5e21f23,Pug,chó Pug,cái,02 tháng,đã tiêm 2 mũi
597,a5b3e293d02e4161b6a5606557f26719,Husky,chó Husky Sibir,cái,03 tháng,đã tiêm 2 mũi
598,a6296d9c7f994ba39858ca53e1686d4f,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
599,a6940e55e19e4fbaa7107863f3d8421f,Husky,chó Husky Sibir,đực,02 tháng,đã tiêm 2 mũi
600,a751e470f64045139c79d0c53d002001,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
601,a8d0dbdc10c347deb0690e271c209ef7,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
602,aab3f76a6a814fb2a3b67a354389240c,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
603,ab1ad74a812341898dd637941213fb0f,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
604,ac190ddc06014c2fbf33a4a2afda698b,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
605,ae6c118b0836465986aa5530082fbff0,Husky,chó Husky Sibir,cái,03 tháng,chưa
606,afbfcf6ee1944e3faa167a04a0750702,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,chưa
607,b0b582a2c5cb4ba6a9e0987ae4470f19,Border Collie,"chó Border Collie, Màu sắc: vàng",đực Tuổi: 03 tháng,03 tháng,chưa
608,b19cb556ccf3477ab9dfc40193a1415a,Border Collie,"chó Border Collie, Màu sắc: vàng 2 màu mắt",đực Tuổi: 03 tháng,03 tháng,chưa
609,b2429909898c4fd1bcd4ec41290784bc,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
